ProDataCSV

Title: Tue Jun 25 19:15:36 2024

Remarks:
#User: SX User
#Date: 2024/06/25
#HV (Absorbance channel): 261.642
#Samples per point: 16
#Sample period: 12.5 us
#Temperature: 19.87 C
#Cell type: Stopped Flow
#Pathlength: 10

Last Modified: Tue Jun 25 19:16:27 2024 by unknown.

Options:

Available Dimensions:,3
Time,1000 time points over 0.2s,linear,oversampled,external trigger,pressure hold in operation
0.0084,0.0657744,0.0649818,0.0648801,0.0640748,0.0639808
0.0086,0.0659009,0.0652219,0.0649599,0.0644891,0.0640754
0.0088,0.0660706,0.0654595,0.0649848,0.0647205,0.0644459
0.009,0.0663727,0.0657822,0.0653591,0.0651445,0.064534
0.0092,0.0665973,0.0660652,0.0655775,0.065355,0.0646447
0.0094,0.0668296,0.0662499,0.065922,0.0655207,0.0649356
0.0096,0.0669547,0.0663944,0.0662105,0.06583,0.0652684
0.0098,0.0671711,0.0666901,0.0663345,0.0659797,0.0654964
0.01,0.067407,0.0667998,0.0665567,0.0662135,0.0656779
0.0102,0.0672227,0.0670936,0.0668317,0.0664452,0.0659785
0.0104,0.0671322,0.0671383,0.0668838,0.0663661,0.0661732
0.0106,0.0674496,0.0673494,0.0671193,0.0666657,0.0664597
0.0108,0.067679,0.0674695,0.0672106,0.0668829,0.0664175
0.011,0.0679055,0.0676554,0.0674336,0.0671576,0.066647
0.0112,0.0680505,0.068017,0.0675634,0.0674698,0.0667235
0.0114,0.0683434,0.0681611,0.0679025,0.0674791,0.066854
0.0116,0.0685524,0.0683994,0.0681466,0.0677493,0.0672649
0.0118,0.0689871,0.0684414,0.0682527,0.0680756,0.0673956
0.012,0.0690801,0.0685981,0.0683114,0.0680656,0.0676518
0.0122,0.0690849,0.0690089,0.0684874,0.0682028,0.0676325
0.0124,0.0692891,0.0690934,0.0687682,0.0683456,0.0677774
0.0126,0.0694416,0.0689841,0.0689084,0.0685216,0.0681224
0.0128,0.0696684,0.0690213,0.0688748,0.0688651,0.0684024
0.013,0.0697819,0.0693997,0.0691879,0.0690425,0.0686765
0.0132,0.0701415,0.0696253,0.0691537,0.0691394,0.0686771
0.0134,0.0702673,0.0697813,0.0693149,0.0692734,0.0688033
0.0136,0.0705234,0.0701154,0.0695468,0.0694913,0.069005
0.0138,0.0707377,0.0701846,0.0696563,0.0697476,0.0691879
0.014,0.0709853,0.0704183,0.0698517,0.0699785,0.0693616
0.0142,0.070953,0.0707575,0.0699035,0.0702569,0.0694986
0.0144,0.0710236,0.0709612,0.0701801,0.0702354,0.0695932
0.0146,0.0712175,0.0711195,0.0705125,0.070569,0.0699032
0.0148,0.0712902,0.0712281,0.0705048,0.0707678,0.0700863
0.015,0.0716783,0.0713487,0.0706167,0.0707587,0.0704012
0.0152,0.0716185,0.071539,0.0707441,0.0710616,0.0705893
0.0154,0.0718279,0.0717477,0.0708949,0.0711657,0.0705836
0.0156,0.0718892,0.0719294,0.0710781,0.07125,0.0708092
0.0158,0.0720962,0.0722347,0.0713712,0.0714464,0.0708542
0.016,0.072117,0.0723687,0.0715984,0.0716036,0.0710805
0.0162,0.0723748,0.0725143,0.07161,0.0717036,0.0713018
0.0164,0.0724578,0.0726056,0.0717965,0.0718227,0.0713405
0.0166,0.0725445,0.0727806,0.0720548,0.071927,0.0715183
0.0168,0.0727828,0.0730321,0.0723302,0.0722857,0.0716341
0.017,0.0729111,0.0730556,0.0723553,0.0722927,0.0719615
0.0172,0.0731116,0.0730829,0.0725449,0.0724139,0.0720965
0.0174,0.0732232,0.0733767,0.0726224,0.0724862,0.0722216
0.0176,0.0732088,0.0735224,0.0725949,0.0726316,0.0722878
0.0178,0.0734829,0.0738092,0.0727822,0.0729108,0.0724789
0.018,0.0737872,0.0738169,0.0731229,0.0731666,0.0727067
0.0182,0.0740527,0.0739532,0.0731468,0.0733143,0.0726942
0.0184,0.0741241,0.0741486,0.0732195,0.0734199,0.0728035
0.0186,0.0741839,0.074236,0.073497,0.0734949,0.0730829
0.0188,0.0743749,0.0744199,0.0736473,0.0736154,0.0730786
0.019,0.0745595,0.0746049,0.073853,0.0738248,0.0734159
0.0192,0.074623,0.074785,0.0739786,0.0740966,0.0735258
0.0194,0.0748461,0.0748556,0.0741088,0.0743037,0.0736635
0.0196,0.0749631,0.0750536,0.0742777,0.0742642,0.0737691
0.0198,0.0752124,0.0752284,0.0744794,0.0745086,0.0738996
0.02,0.0754607,0.0755327,0.0746043,0.0745763,0.0739777
0.0202,0.075553,0.0756037,0.0747454,0.0747982,0.0741094
0.0204,0.0755871,0.0756716,0.0747101,0.075018,0.0742305
0.0206,0.0757233,0.0758165,0.0749084,0.0749695,0.0743966
0.0208,0.075843,0.0759707,0.0751086,0.0751037,0.0744755
0.021,0.0759288,0.0760599,0.0752247,0.0751888,0.0747154
0.0212,0.0761538,0.0762804,0.0754411,0.075383,0.0747853
0.0214,0.0761708,0.0761686,0.0753359,0.0754829,0.0747313
0.0216,0.0762071,0.0763749,0.0755195,0.0755662,0.0749539
0.0218,0.0764637,0.0766695,0.0756852,0.0757805,0.0751777
0.022,0.0766538,0.0768154,0.075927,0.0758344,0.0752898
0.0222,0.0767099,0.0767956,0.0760125,0.076055,0.0754614
0.0224,0.0769927,0.077026,0.0759855,0.0762191,0.0756178
0.0226,0.0772454,0.0772932,0.0761486,0.0763121,0.0757424
0.0228,0.0774417,0.077309,0.0764267,0.0763368,0.0758482
0.023,0.0777466,0.0774615,0.0764085,0.0764156,0.0758605
0.0232,0.0779704,0.0775165,0.0765872,0.0765669,0.075971
0.0234,0.0779673,0.0775625,0.076607,0.0764276,0.0760953
0.0236,0.0780774,0.0777735,0.0767158,0.0765694,0.0760956
0.0238,0.078069,0.0780548,0.0767605,0.0766218,0.0761785
0.024,0.0782645,0.0779747,0.0769214,0.0765996,0.076317
0.0242,0.0783184,0.0781343,0.0770874,0.0769152,0.0764088
0.0244,0.0784573,0.0783388,0.0771222,0.0770655,0.07659
0.0246,0.0784688,0.078362,0.077242,0.0771611,0.0764926
0.0248,0.0785084,0.0784852,0.0772306,0.0771707,0.0765965
0.025,0.0784582,0.0785356,0.0773303,0.0773787,0.0764578
0.0252,0.078714,0.078535,0.0774751,0.0773207,0.0765684
0.0254,0.0787836,0.0785542,0.0773488,0.0775677,0.0768101
0.0256,0.0788791,0.0786084,0.0773658,0.0775007,0.0768024
0.0258,0.0788233,0.078653,0.0775066,0.0776749,0.0768912
0.026,0.079039,0.0787542,0.0777235,0.0776607,0.0771195
0.0262,0.0792222,0.0787428,0.0779444,0.0775974,0.0771291
0.0264,0.0794197,0.0788558,0.0779318,0.0777367,0.0772512
0.0266,0.0794064,0.0789472,0.0778749,0.0780084,0.0773028
0.0268,0.079233,0.0791661,0.0778832,0.0780517,0.0773238
0.027,0.0794585,0.0791946,0.078052,0.0782286,0.0775569
0.0272,0.0795904,0.0793459,0.0783558,0.0782558,0.0775554
0.0274,0.0796543,0.0792364,0.078284,0.0784595,0.0776586
0.0276,0.0797716,0.0793633,0.0783292,0.0784477,0.0775841
0.0278,0.0799114,0.079497,0.0783874,0.0783508,0.0774995
0.028,0.0798927,0.0794514,0.0785068,0.0785139,0.077717
0.0282,0.0799166,0.0795199,0.0785483,0.0785446,0.0777868
0.0284,0.0800583,0.0796431,0.0785938,0.0785926,0.0779506
0.0286,0.0799673,0.079893,0.0786093,0.0788066,0.0778353
0.0288,0.0801148,0.0799716,0.0787508,0.0787657,0.0780016
0.029,0.0800309,0.0799182,0.0788834,0.0788558,0.0780749
0.0292,0.0801962,0.0800493,0.0788651,0.0787989,0.078246
0.0294,0.0802559,0.0801624,0.0790625,0.0789649,0.0783391
0.0296,0.0802795,0.0802602,0.0790545,0.079105,0.0784301
0.0298,0.0803336,0.0802808,0.0791983,0.0792147,0.0785208
0.03,0.0805416,0.0805488,0.0792743,0.0792687,0.0787288
0.0302,0.0806667,0.0804682,0.0793642,0.0792736,0.0786551
0.0304,0.0806054,0.0803716,0.0794085,0.0794793,0.0786059
0.0306,0.080685,0.0804956,0.0795023,0.0796171,0.0787917
0.0308,0.0807585,0.0807186,0.0796344,0.0795904,0.0787768
0.031,0.0807672,0.0807908,0.0795581,0.0796562,0.0788815
0.0312,0.0809355,0.0808256,0.0797748,0.0796922,0.0789854
0.0314,0.0809371,0.0809194,0.079853,0.0797291,0.0790802
0.0316,0.0810336,0.0810218,0.0797897,0.0798086,0.0792057
0.0318,0.0810386,0.0810121,0.0798135,0.0796496,0.0793214
0.032,0.0810084,0.0809944,0.0801151,0.0798825,0.0793893
0.0322,0.0810706,0.0810532,0.0801838,0.0797629,0.0793332
0.0324,0.0811451,0.0810653,0.0801779,0.0797958,0.0795116
0.0326,0.0812479,0.0811697,0.0802426,0.0799816,0.0794852
0.0328,0.0813759,0.0812367,0.080296,0.0798626,0.0795035
0.033,0.0812497,0.081351,0.0801938,0.0800766,0.0794427
0.0332,0.0812771,0.0813186,0.0803852,0.0801226,0.0794235
0.0334,0.0814155,0.0813232,0.0803551,0.0802279,0.0794858
0.0336,0.0814585,0.0814105,0.0803958,0.0803053,0.0795823
0.0338,0.081385,0.0815922,0.0804866,0.0802761,0.0796527
0.034,0.0815885,0.0817472,0.0805973,0.0804126,0.0796707
0.0342,0.0816908,0.0816081,0.0806539,0.0803439,0.0799405
0.0344,0.0815991,0.0817097,0.0807304,0.0802882,0.0799635
0.0346,0.0818635,0.0818008,0.0808363,0.0805058,0.0801136
0.0348,0.0820245,0.0818635,0.0808636,0.080573,0.0801313
0.035,0.0821965,0.0818744,0.0807992,0.0804713,0.0801565
0.0352,0.0822902,0.0818536,0.0809206,0.0805214,0.0801403
0.0354,0.0820748,0.0820077,0.0809542,0.0806041,0.0802009
0.0356,0.0822031,0.0820042,0.080778,0.0808051,0.0801298
0.0358,0.0822533,0.0822274,0.0809617,0.0809685,0.0802338
0.036,0.0823745,0.0821949,0.0810903,0.0809673,0.0802618
0.0362,0.0825044,0.0821821,0.0812694,0.0810311,0.0803314
0.0364,0.0826076,0.0822321,0.081576,0.0811501,0.0804841
0.0366,0.0827979,0.0822355,0.0816031,0.0811644,0.0805118
0.0368,0.0827351,0.0823611,0.0817949,0.0812136,0.0806362
0.037,0.0827476,0.0824173,0.0816483,0.0813127,0.0806073
0.0372,0.0829083,0.0824463,0.0817497,0.0811983,0.0807824
0.0374,0.0829439,0.0825638,0.0817796,0.0813968,0.0808263
0.0376,0.0830212,0.0825816,0.0818146,0.0814438,0.080976
0.0378,0.0829911,0.0827094,0.0817665,0.0816384,0.0808826
0.038,0.0828817,0.0828517,0.0817874,0.0815794,0.0808714
0.0382,0.0829139,0.082953,0.0818801,0.0817207,0.0808851
0.0384,0.0829177,0.0828833,0.0818819,0.0816483,0.0810959
0.0386,0.0830618,0.0828757,0.0821129,0.0816066,0.0809994
0.0388,0.0831331,0.0829492,0.0820726,0.0816281,0.0812961
0.039,0.0833053,0.082933,0.0822028,0.0817154,0.0813282
0.0392,0.0833407,0.082877,0.0823348,0.081827,0.0812475
0.0394,0.0833588,0.0829139,0.082452,0.0818139,0.0812716
0.0396,0.0836105,0.0830909,0.0823964,0.0818027,0.0815037
0.0398,0.0835899,0.0832079,0.082422,0.082052,0.0815348
0.04,0.0834668,0.0832843,0.0824579,0.0820152,0.0815177
0.0402,0.0835514,0.0833986,0.0823486,0.0820295,0.0817004
0.0404,0.0836014,0.0835348,0.0822902,0.0821207,0.0815854
0.0406,0.0836679,0.0834402,0.0824292,0.0822824,0.0815062
0.0408,0.0836303,0.0835755,0.0824342,0.082367,0.0816063
0.041,0.0836431,0.0834289,0.0825569,0.0823276,0.0815202
0.0412,0.0836512,0.0834568,0.0826219,0.0823557,0.0816689
0.0414,0.0836675,0.0834299,0.0828317,0.0823298,0.0817294
0.0416,0.0838283,0.0834417,0.0828573,0.082362,0.081731
0.0418,0.0839884,0.0833932,0.0828335,0.0823352,0.081813
0.042,0.0838512,0.0835059,0.0829286,0.082416,0.0817718
0.0422,0.0839524,0.083624,0.0828848,0.0824704,0.081755
0.0424,0.083979,0.0836412,0.0828986,0.0823676,0.0817038
0.0426,0.0840586,0.0836835,0.0830537,0.0824164,0.0819319
0.0428,0.0840828,0.0836719,0.0829921,0.0826525,0.0819656
0.043,0.084058,0.0837502,0.0830187,0.0826954,0.0820267
0.0432,0.0842361,0.0836995,0.0829542,0.0827113,0.0818882
0.0434,0.0842434,0.0838092,0.082948,0.0827845,0.0818202
0.0436,0.0842556,0.0838793,0.0829533,0.0828855,0.0821007
0.0438,0.084324,0.0838323,0.0830015,0.0831707,0.0821672
0.044,0.084345,0.083812,0.0830734,0.0830959,0.0821787
0.0442,0.08441,0.0839508,0.0832048,0.0830065,0.082091
0.0444,0.0843899,0.0840392,0.0830424,0.0830212,0.0820754
0.0446,0.0842606,0.0841386,0.0831097,0.0831138,0.0822696
0.0448,0.0844307,0.0840662,0.0832164,0.0831478,0.0823617
0.045,0.0846306,0.0841681,0.0832439,0.083176,0.0822952
0.0452,0.0846155,0.0841427,0.0832389,0.0831413,0.0824167
0.0454,0.0846428,0.0841647,0.0832677,0.0832467,0.0823383
0.0456,0.0846162,0.0843434,0.0832439,0.0833194,0.0823042
0.0458,0.0847364,0.0842669,0.0832981,0.0833353,0.0822883
0.046,0.0848397,0.0843425,0.0832514,0.083432,0.0824969
0.0462,0.0847967,0.0843005,0.083294,0.08352,0.0823123
0.0464,0.084738,0.0844266,0.0833516,0.0835241,0.082442
0.0466,0.084759,0.0845141,0.0834571,0.0834721,0.0825694
0.0468,0.084874,0.084586,0.0835084,0.0834107,0.0825529
0.047,0.0849931,0.0844473,0.0834155,0.0834893,0.0826598
0.0472,0.0849208,0.0845609,0.083578,0.0836068,0.0827885
0.0474,0.0850323,0.0845763,0.0835419,0.0835582,0.082771
0.0476,0.0849755,0.0846256,0.0834684,0.0835996,0.0827998
0.0478,0.0850194,0.084743,0.0836766,0.0837177,0.0829202
0.048,0.0851973,0.084907,0.0836688,0.0837546,0.0828085
0.0482,0.0852036,0.0848039,0.0836306,0.0838045,0.0826272
0.0484,0.0851203,0.0847907,0.0836412,0.0839145,0.0828251
0.0486,0.0851565,0.084831,0.0835692,0.0839543,0.0828804
0.0488,0.0851206,0.0850075,0.0837446,0.0837913,0.0829217
0.049,0.085121,0.0850226,0.0837114,0.0838073,0.0829567
0.0492,0.0851911,0.085038,0.083885,0.0837882,0.0830966
0.0494,0.0851536,0.0850006,0.0837703,0.0838508,0.0829936
0.0496,0.0853055,0.0850418,0.0837963,0.0837853,0.0830471
0.0498,0.0854225,0.0849934,0.0841004,0.0836995,0.0832223
0.05,0.0853935,0.0850521,0.0841436,0.0838731,0.0831669
0.0502,0.0854102,0.0851417,0.0840775,0.0839041,0.0831075
0.0504,0.0852983,0.085037,0.0840229,0.0839972,0.0831156
0.0506,0.0854593,0.08517,0.0839687,0.0839659,0.0830249
0.0508,0.0854319,0.0851587,0.0841254,0.0840831,0.0831297
0.051,0.0853923,0.0851728,0.0841449,0.0840653,0.0832386
0.0512,0.0854703,0.0852564,0.0840979,0.0840615,0.0832427
0.0514,0.0853435,0.0850939,0.0840145,0.084026,0.0832665
0.0516,0.0854914,0.0850958,0.0841035,0.0841139,0.0832176
0.0518,0.0855644,0.0851973,0.0841634,0.0840339,0.0832236
0.052,0.0855989,0.0852461,0.0842955,0.0840471,0.0833043
0.0522,0.0856565,0.0851819,0.0843607,0.0841214,0.0832799
0.0524,0.0855521,0.0853008,0.0842973,0.0839903,0.0832734
0.0526,0.0856059,0.0850813,0.0843641,0.0841621,0.0833453
0.0528,0.0855247,0.0852439,0.0844363,0.0842045,0.0834126
0.053,0.0856798,0.0853024,0.0845939,0.0841229,0.083656
0.0532,0.08583,0.0852926,0.084484,0.0842139,0.0834214
0.0534,0.0855471,0.0853297,0.0843836,0.0843033,0.0835084
0.0536,0.0855798,0.0853096,0.0843572,0.084346,0.0835213
0.0538,0.0857044,0.0853851,0.0845091,0.0843808,0.0834831
0.054,0.085903,0.0853894,0.0845688,0.0843089,0.0835272
0.0542,0.0858539,0.0852341,0.0846249,0.0843318,0.0834762
0.0544,0.0858964,0.0853869,0.0846978,0.0841998,0.0835169
0.0546,0.0859235,0.0853791,0.0846812,0.0841483,0.0836199
0.0548,0.0858227,0.0853643,0.0845867,0.0842942,0.0837487
0.055,0.0857396,0.0853775,0.0847933,0.0843428,0.0837549
0.0552,0.086046,0.0854995,0.0848545,0.0842933,0.0837549
0.0554,0.0859317,0.0853772,0.0846903,0.0844646,0.0838941
0.0556,0.0860161,0.0854744,0.0847634,0.0845443,0.0838834
0.0558,0.0859203,0.0854266,0.0847458,0.0844947,0.0838458
0.056,0.0861874,0.0855662,0.0847634,0.0845892,0.0839107
0.0562,0.0861326,0.0855379,0.0848074,0.0845801,0.0838041
0.0564,0.086028,0.0855143,0.0849104,0.0845628,0.0837716
0.0566,0.0859483,0.0855392,0.0849817,0.0845465,0.083848
0.0568,0.0860223,0.085756,0.0849198,0.0843965,0.0839135
0.057,0.0860772,0.0855977,0.0850198,0.084543,0.0839079
0.0572,0.0860592,0.0854552,0.0851128,0.0845069,0.0837916
0.0574,0.0861799,0.0854511,0.0849855,0.0845264,0.0837205
0.0576,0.0862092,0.0855772,0.0851408,0.0845769,0.083785
0.0578,0.0861499,0.085738,0.0850125,0.0846435,0.0839004
0.058,0.0861036,0.0858514,0.0851587,0.0847025,0.0839333
0.0582,0.0861695,0.0857317,0.0849783,0.0846699,0.0840693
0.0584,0.0862514,0.0857358,0.0850933,0.0845581,0.0838837
0.0586,0.0862864,0.0857406,0.0850587,0.0846975,0.0839565
0.0588,0.0863425,0.0857494,0.0852464,0.0846796,0.0838512
0.059,0.0862949,0.0858092,0.0851244,0.0846893,0.0837465
0.0592,0.0863516,0.0857494,0.0851499,0.0847267,0.0837869
0.0594,0.0864027,0.0858892,0.0851499,0.0846604,0.0839464
0.0596,0.0864739,0.0857576,0.0851615,0.0847188,0.0840734
0.0598,0.0862615,0.0857856,0.085143,0.0848997,0.0839558
0.06,0.0863954,0.08588,0.0852555,0.0849538,0.0839809
0.0602,0.0864837,0.0859902,0.0853039,0.0849943,0.0840151
0.0604,0.0866338,0.085881,0.085296,0.0850496,0.084059
0.0606,0.0866076,0.0859241,0.0852363,0.0849239,0.0839533
0.0608,0.0866493,0.0858882,0.0851395,0.0849337,0.0839414
0.061,0.0866985,0.0858841,0.0852278,0.084967,0.0839486
0.0612,0.086618,0.0860132,0.0852568,0.0849497,0.0839314
0.0614,0.0867414,0.0860958,0.0851844,0.0850694,0.0839546
0.0616,0.0866079,0.0861673,0.0852857,0.0850446,0.0841424
0.0618,0.0866682,0.0861452,0.0852479,0.0852241,0.0840022
0.062,0.0866751,0.0860806,0.0854417,0.0850688,0.084148
0.0622,0.0865562,0.0862117,0.0854687,0.0850487,0.0841571
0.0624,0.0863784,0.0860765,0.0853209,0.0851373,0.0842547
0.0626,0.0865136,0.0862429,0.0851489,0.0853187,0.0841869
0.0628,0.0866824,0.0862653,0.0852014,0.0854344,0.0842377
0.063,0.0868587,0.0862725,0.085236,0.0855301,0.0842584
0.0632,0.0869304,0.0861896,0.0853527,0.0853816,0.0841838
0.0634,0.0868808,0.0862968,0.0853678,0.0853118,0.0841157
0.0636,0.086884,0.0862618,0.0854627,0.085303,0.0841176
0.0638,0.0869452,0.0863182,0.0854256,0.0854476,0.0842368
0.064,0.0869215,0.0864515,0.0853734,0.0854863,0.0843331
0.0642,0.0867975,0.0863579,0.0854001,0.0853297,0.084191
0.0644,0.0868404,0.0864241,0.0854448,0.0854558,0.0844049
0.0646,0.0869809,0.0863762,0.0854791,0.0854545,0.0843798
0.0648,0.0869108,0.0865181,0.0854807,0.0855247,0.0843023
0.065,0.0868142,0.0863661,0.0854168,0.0855716,0.0842967
0.0652,0.0869127,0.0863608,0.085481,0.0855892,0.0843472
0.0654,0.0869919,0.0863642,0.0854284,0.085559,0.0843842
0.0656,0.0869572,0.0864121,0.0855253,0.0856197,0.0843237
0.0658,0.0869597,0.0865307,0.0855455,0.0856084,0.0844106
0.066,0.0870301,0.0863945,0.0854363,0.0856181,0.0843017
0.0662,0.0869367,0.0863418,0.0854986,0.085553,0.0842421
0.0664,0.0868915,0.0864367,0.0855668,0.0855587,0.0844303
0.0666,0.0869354,0.086519,0.0855977,0.0854756,0.0845468
0.0668,0.0868644,0.0865464,0.0856515,0.0855401,0.0845342
0.067,0.0868774,0.0865597,0.0856984,0.0855471,0.0846438
0.0672,0.0868632,0.0865859,0.085575,0.0855256,0.084597
0.0674,0.0869837,0.0865528,0.0855014,0.0855366,0.0845882
0.0676,0.0869566,0.0865758,0.0855423,0.0855395,0.0845964
0.0678,0.0869026,0.0866146,0.0855653,0.0855279,0.0845204
0.068,0.086954,0.0864752,0.0854936,0.0856317,0.0845672
0.0682,0.086972,0.0865452,0.085582,0.0855379,0.0845901
0.0684,0.0870769,0.0863998,0.0855662,0.0856811,0.0845681
0.0686,0.0870797,0.086427,0.0857082,0.0855939,0.0846058
0.0688,0.086942,0.0864808,0.0856644,0.0856436,0.08463
0.069,0.0870187,0.0864295,0.0857229,0.0856449,0.084705
0.0692,0.0869215,0.0863567,0.0858155,0.085682,0.0847414
0.0694,0.0869894,0.0863321,0.0856074,0.0856704,0.084673
0.0696,0.086961,0.0864389,0.0857412,0.0856446,0.0847176
0.0698,0.0868127,0.0864232,0.0858479,0.0856912,0.0846275
0.07,0.0867811,0.086455,0.0857475,0.0856043,0.0845848
0.0702,0.0868407,0.0865846,0.0857431,0.0857409,0.0846532
0.0704,0.0867625,0.0865833,0.0856005,0.085789,0.0846378
0.0706,0.0869654,0.0865313,0.0856531,0.0857595,0.0848413
0.0708,0.0869291,0.0864711,0.0858092,0.0856587,0.0847534
0.071,0.0868493,0.0865187,0.085823,0.0854973,0.0848071
0.0712,0.0866225,0.086583,0.0856918,0.0854272,0.0847373
0.0714,0.0866959,0.0866802,0.0856266,0.0854967,0.0847647
0.0716,0.0867956,0.0865297,0.085744,0.0856389,0.0847232
0.0718,0.0870074,0.0865748,0.0858617,0.0856871,0.0847798
0.072,0.086884,0.0865505,0.0858583,0.085705,0.0847327
0.0722,0.0869487,0.0865136,0.0858126,0.0856273,0.0847496
0.0724,0.0868455,0.0865256,0.0858813,0.0857056,0.0848686
0.0726,0.0869417,0.0866029,0.0858681,0.0856219,0.0849019
0.0728,0.0868464,0.0865528,0.0858054,0.0857415,0.0848036
0.073,0.0869967,0.0864673,0.0858042,0.0857264,0.0848743
0.0732,0.0870756,0.0863651,0.0858772,0.0855172,0.0849337
0.0734,0.0868995,0.086363,0.0858479,0.0855533,0.0848112
0.0736,0.0868158,0.0865641,0.0858561,0.0856874,0.0847622
0.0738,0.0869316,0.0865206,0.0859742,0.0856635,0.0848319
0.074,0.0868512,0.0864024,0.0860129,0.0856842,0.0848112
0.0742,0.0868417,0.0864071,0.0859077,0.0856175,0.0847842
0.0744,0.0869114,0.0865376,0.0859587,0.0856587,0.0849588
0.0746,0.0868095,0.0865496,0.0859534,0.0855911,0.0850182
0.0748,0.0867619,0.0863677,0.0859295,0.0856779,0.0851087
0.075,0.0868237,0.0862394,0.0859326,0.0856883,0.084917
0.0752,0.0868616,0.0862561,0.0858712,0.0856128,0.0846912
0.0754,0.0867991,0.0864903,0.0858114,0.0857078,0.0848545
0.0756,0.0867928,0.0865855,0.0858023,0.0854932,0.0849145
0.0758,0.0867902,0.0865799,0.0859165,0.0855175,0.0848184
0.076,0.0868622,0.0865376,0.0858917,0.0857422,0.0848884
0.0762,0.086973,0.0865827,0.0859068,0.085688,0.084824
0.0764,0.0869234,0.0866464,0.0859102,0.0857132,0.0847955
0.0766,0.0870566,0.0865682,0.0859805,0.0857283,0.0848099
0.0768,0.0870005,0.0866076,0.0858999,0.0856543,0.0849019
0.077,0.0870488,0.0865486,0.0859502,0.0856301,0.0849899
0.0772,0.0869105,0.0865707,0.0860482,0.0856528,0.0848743
0.0774,0.0870453,0.0866108,0.0860976,0.0857387,0.0848118
0.0776,0.0870873,0.0865707,0.086166,0.0857258,0.0848507
0.0778,0.0869181,0.0866136,0.0860315,0.0857771,0.0848083
0.078,0.0871832,0.0866265,0.0860271,0.0858718,0.0848353
0.0782,0.0870124,0.0865748,0.086062,0.0859975,0.084775
